"Time (s)"	"Latitude (°)"	"Longitude (°)"	"Height (m)"	"Velocity (m/s)"	"Direction (°)"	"Horizontal Accuracy (m)"	"Vertical Accuracy (m)"
1.094511670E3	5.233518994E1	4.868482625E0	1.243097396E1	4.530810356E0	2.504911346E2	7.370221138E0	0.000000000E0
1.095519020E3	5.233517950E1	4.868410259E0	1.243878759E1	4.473609447E0	2.582648010E2	6.974336147E0	0.000000000E0
1.096515774E3	5.233517539E1	4.868337897E0	1.261710111E1	4.648564339E0	2.642528992E2	6.596391201E0	0.000000000E0
1.097514980E3	5.233517261E1	4.868263861E0	1.281001707E1	4.769923210E0	2.667907715E2	6.984985828E0	0.000000000E0
1.098538082E3	5.233517044E1	4.868186606E0	1.277201152E1	4.625679970E0	2.671021729E2	6.918777466E0	0.000000000E0
1.099514405E3	5.233516736E1	4.868110371E0	1.273831018E1	4.574631214E0	2.694842529E2	7.206019878E0	0.000000000E0
1.100515539E3	5.233516446E1	4.868030753E0	1.283533502E1	5.139131546E0	2.703420105E2	6.443333626E0	0.000000000E0
1.101542562E3	5.233515902E1	4.867950662E0	1.278649638E1	4.495811462E0	2.654793701E2	6.759403229E0	0.000000000E0
1.102514318E3	5.233515512E1	4.867879169E0	1.278751749E1	4.481337070E0	2.687366333E2	5.130411625E0	0.000000000E0
1.103550370E3	5.233515414E1	4.867809843E0	1.267749210E1	4.343615532E0	2.685290222E2	4.699999809E0	0.000000000E0
1.104511471E3	5.233515456E1	4.867735492E0	1.232746014E1	5.101044178E0	2.703913269E2	4.699999809E0	0.000000000E0
1.105516574E3	5.233515581E1	4.867665061E0	1.203679962E1	4.365164757E0	2.703373718E2	5.257258892E0	0.000000000E0
1.106518844E3	5.233516000E1	4.867598554E0	1.191068579E1	4.319337368E0	2.724125366E2	5.300913811E0	0.000000000E0
1.107510911E3	5.233516537E1	4.867528140E0	1.171368280E1	4.930216789E0	2.736301270E2	4.699999809E0	0.000000000E0
1.108518833E3	5.233517178E1	4.867455719E0	1.165601900E1	4.948127747E0	2.710140991E2	5.030847549E0	0.000000000E0
1.109512488E3	5.233517496E1	4.867382063E0	1.130138076E1	4.846531868E0	2.699205322E2	4.699999809E0	0.000000000E0
1.110509442E3	5.233518058E1	4.867308547E0	1.154519986E1	5.276337624E0	2.720260315E2	5.262434006E0	0.000000000E0
1.111510135E3	5.233518498E1	4.867233117E0	1.154968517E1	4.907559395E0	2.699879761E2	6.603513718E0	0.000000000E0
1.112550854E3	5.233518688E1	4.867157885E0	1.205025985E1	5.231009007E0	2.649006042E2	5.870124817E0	0.000000000E0
1.113553822E3	5.233518647E1	4.867082617E0	1.226417820E1	5.078669548E0	2.638332825E2	6.204319477E0	0.000000000E0
1.114508688E3	5.233518679E1	4.867010432E0	1.217886022E1	4.831394672E0	2.714334717E2	6.880035877E0	0.000000000E0
1.115526502E3	5.233519131E1	4.866940019E0	1.183661605E1	4.957409859E0	2.755481567E2	5.987858772E0	0.000000000E0
1.116519027E3	5.233519455E1	4.866868189E0	1.185064921E1	5.174534798E0	2.675157471E2	6.865417480E0	0.000000000E0
1.117514923E3	5.233519894E1	4.866797607E0	1.181688845E1	5.010033607E0	2.750521851E2	6.666625023E0	0.000000000E0
1.118517016E3	5.233520364E1	4.866727437E0	1.205967375E1	4.900056839E0	2.688067627E2	6.111376286E0	0.000000000E0
1.119515750E3	5.233520598E1	4.866655608E0	1.218300919E1	4.625826359E0	2.740994873E2	5.353302002E0	0.000000000E0
1.120511171E3	5.233520670E1	4.866587999E0	1.217644662E1	4.333170414E0	2.716077271E2	7.966661930E0	0.000000000E0
1.121543546E3	5.233520774E1	4.866517031E0	1.223073765E1	4.996006489E0	2.694409790E2	9.191609383E0	0.000000000E0
1.122516121E3	5.233520549E1	4.866438701E0	1.231048916E1	5.325487614E0	2.660827332E2	8.953496933E0	0.000000000E0
1.123515695E3	5.233520382E1	4.866361864E0	1.245574822E1	5.017471790E0	2.667862854E2	9.385504723E0	0.000000000E0
1.124518800E3	5.233520483E1	4.866291203E0	1.255858473E1	4.405725956E0	2.687485352E2	5.573612213E0	0.000000000E0
1.125518000E3	5.233520538E1	4.866223390E0	1.257908659E1	4.349061966E0	2.682263489E2	6.302616596E0	0.000000000E0
1.126511807E3	5.233520739E1	4.866153042E0	1.258083839E1	4.696861744E0	2.708712158E2	6.498560905E0	0.000000000E0
1.127516856E3	5.233521111E1	4.866082792E0	1.262288506E1	4.193055630E0	2.714410095E2	5.967973709E0	0.000000000E0
1.128519479E3	5.233521215E1	4.866017098E0	1.249731867E1	4.097062588E0	2.695033875E2	6.187850475E0	0.000000000E0
1.129529463E3	5.233521125E1	4.865956565E0	1.244616742E1	3.914320946E0	2.680040894E2	6.203999996E0	0.000000000E0
1.130517221E3	5.233520681E1	4.865894330E0	1.264732838E1	4.176557541E0	2.676281433E2	6.541481018E0	0.000000000E0
1.131517887E3	5.233520646E1	4.865832668E0	1.279336440E1	3.706897497E0	2.700036926E2	6.210610390E0	0.000000000E0
1.132511884E3	5.233520247E1	4.865777829E0	1.292154392E1	3.182305098E0	2.700826111E2	5.336041927E0	0.000000000E0
1.133520612E3	5.233520123E1	4.865733784E0	1.284119727E1	2.486815929E0	2.702905273E2	5.623216152E0	0.000000000E0
1.134508894E3	5.233520194E1	4.865701085E0	1.271292993E1	1.851980209E0	2.611215820E2	4.699999809E0	0.000000000E0
1.135516587E3	5.233519864E1	4.865680398E0	1.252858871E1	9.208933711E-1	2.147015839E2	5.186954021E0	0.000000000E0
1.136518097E3	5.233519538E1	4.865675840E0	1.251552996E1	7.375088334E-1	1.837450104E2	4.699999809E0	0.000000000E0
1.137516825E3	5.233519538E1	4.865675840E0	1.251552996E1	0.000000000E0	1.837450104E2	4.900000095E0	0.000000000E0
1.138516246E3	5.233519693E1	4.865674197E0	1.269206473E1	0.000000000E0	2.718724976E2	4.900000095E0	0.000000000E0
1.139515144E3	5.233519693E1	4.865674197E0	1.269206473E1	0.000000000E0	2.718724976E2	4.900000095E0	0.000000000E0
1.140512205E3	5.233519693E1	4.865674197E0	1.269206473E1	0.000000000E0	2.718724976E2	4.699999809E0	0.000000000E0
1.141525376E3	5.233519693E1	4.865674197E0	1.269206473E1	0.000000000E0	2.718724976E2	4.900000095E0	0.000000000E0
1.142540860E3	5.233518976E1	4.865671872E0	1.304049411E1	1.116661787E0	2.307184906E2	5.585587502E0	0.000000000E0
1.143550247E3	5.233517883E1	4.865672330E0	1.332806776E1	1.153132558E0	2.008365326E2	5.309127331E0	0.000000000E0
1.144517407E3	5.233516923E1	4.865682170E0	1.340389938E1	1.260566950E0	1.677039948E2	5.881440163E0	0.000000000E0
1.145516861E3	5.233515238E1	4.865689589E0	1.344469454E1	1.807468534E0	1.706457520E2	6.135373592E0	0.000000000E0
1.146548038E3	5.233513502E1	4.865696598E0	1.343232566E1	1.407669663E0	1.525476532E2	5.704923153E0	0.000000000E0
1.147548426E3	5.233511762E1	4.865709635E0	1.346867471E1	1.775948882E0	1.503934174E2	7.869762421E0	0.000000000E0
1.148548193E3	5.233509998E1	4.865721058E0	1.344941493E1	1.651170254E0	1.555240631E2	1.018353271E1	0.000000000E0
1.149506597E3	5.233508018E1	4.865735832E0	1.329843190E1	2.291973829E0	1.516082153E2	6.365477562E0	0.000000000E0
1.150508154E3	5.233505397E1	4.865731651E0	1.330043337E1	2.005676985E0	2.016159210E2	6.926355362E0	0.000000000E0
1.151518534E3	5.233502841E1	4.865700639E0	1.310771932E1	2.128086805E0	2.380315247E2	6.722654343E0	0.000000000E0
1.152511315E3	5.233501547E1	4.865654918E0	1.310361881E1	2.480988741E0	2.710395508E2	8.405647278E0	0.000000000E0
1.153514670E3	5.233500977E1	4.865595454E0	1.296196582E1	3.255044460E0	2.757200317E2	8.690344810E0	0.000000000E0
1.154515040E3	5.233499838E1	4.865511482E0	1.286894395E1	3.554305792E0	2.782536926E2	8.450213432E0	0.000000000E0
1.155523771E3	5.233498521E1	4.865439404E0	1.273119149E1	3.148918867E0	2.867275085E2	8.686406136E0	0.000000000E0
1.156518706E3	5.233497979E1	4.865373917E0	1.290498738E1	3.628672838E0	2.864422913E2	8.655582428E0	0.000000000E0
1.157514722E3	5.233498029E1	4.865315036E0	1.298002202E1	3.643625498E0	2.839128723E2	6.940050125E0	0.000000000E0
1.158516299E3	5.233497886E1	4.865258929E0	1.284680155E1	3.602267265E0	2.767375183E2	6.469986439E0	0.000000000E0
1.159516001E3	5.233497677E1	4.865200056E0	1.278984772E1	3.984966278E0	2.659577637E2	7.794006824E0	0.000000000E0
1.160515373E3	5.233497320E1	4.865136439E0	1.291748445E1	3.951195717E0	2.651605835E2	7.885865688E0	0.000000000E0
1.161512141E3	5.233497322E1	4.865080847E0	1.284202163E1	3.446959972E0	2.788724365E2	1.062871361E1	0.000000000E0
1.162518839E3	5.233498193E1	4.865029763E0	1.302847816E1	3.465768337E0	2.807800903E2	1.037085724E1	0.000000000E0
1.163521114E3	5.233498893E1	4.864976333E0	1.307200956E1	3.128878117E0	2.786333008E2	1.100357914E1	0.000000000E0
1.164515306E3	5.233499457E1	4.864929041E0	1.331596725E1	2.396828413E0	2.584210510E2	8.382280350E0	0.000000000E0
1.165547823E3	5.233499143E1	4.864887330E0	1.312746593E1	2.185747623E0	2.511258240E2	8.352319717E0	0.000000000E0
1.166516193E3	5.233498781E1	4.864853482E0	1.300746956E1	1.417466283E0	2.452031555E2	7.904833317E0	0.000000000E0
1.167554268E3	5.233498021E1	4.864829962E0	1.238175813E1	1.142206907E0	2.374090424E2	9.316038132E0	0.000000000E0
1.168520853E3	5.233496992E1	4.864811985E0	1.216686014E1	1.597089171E0	2.029319611E2	1.105469894E1	0.000000000E0
1.169541424E3	5.233495522E1	4.864793741E0	1.222258611E1	1.207047224E0	1.967698822E2	8.208441734E0	0.000000000E0
1.170517743E3	5.233494848E1	4.864785491E0	1.206309596E1	5.304039121E-1	1.927145844E2	9.510443687E0	0.000000000E0
1.171509255E3	5.233494848E1	4.864785491E0	1.206309596E1	0.000000000E0	1.927145844E2	4.900000095E0	0.000000000E0
1.172547636E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.173530082E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.174508257E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.175512185E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.176508831E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.177515283E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.178511343E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.179515259E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.180515774E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.763572998E2	4.900000095E0	0.000000000E0
1.181512958E3	5.233493908E1	4.864767033E0	1.221801016E1	7.032773495E-1	2.434229584E2	1.249105644E1	0.000000000E0
1.182515407E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.183519826E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.184516228E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.185547063E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.186556781E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.187548939E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.188543633E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.434229584E2	4.900000095E0	0.000000000E0
1.189541344E3	5.233492081E1	4.864766907E0	1.215569040E1	7.122634053E-1	2.168280640E2	1.300721455E1	0.000000000E0
1.190510812E3	5.233495004E1	4.864778351E0	1.188461635E1	0.000000000E0	2.168280640E2	4.900000095E0	0.000000000E0
1.191548841E3	5.233492624E1	4.864759040E0	1.193370440E1	8.225688934E-1	2.168280640E2	1.475338268E1	0.000000000E0
1.192524516E3	5.233490656E1	4.864743815E0	1.178418086E1	1.026141047E0	2.168280640E2	1.572598076E1	0.000000000E0
1.193515545E3	5.233488854E1	4.864724212E0	1.174441695E1	6.068076491E-1	2.168280640E2	1.433860302E1	0.000000000E0
1.194508122E3	5.233487704E1	4.864727270E0	1.173601368E1	4.634703994E-1	2.251412811E2	1.345152950E1	0.000000000E0
1.195536955E3	5.233487010E1	4.864736448E0	1.170313168E1	4.770306051E-1	2.207060089E2	1.419743252E1	0.000000000E0
1.196510159E3	5.233487010E1	4.864736448E0	1.170313168E1	0.000000000E0	2.207060089E2	4.900000095E0	0.000000000E0
1.197516765E3	5.233486203E1	4.864740760E0	1.172675461E1	4.720261693E-1	2.086379547E2	1.625660896E1	0.000000000E0
1.198516886E3	5.233485304E1	4.864741088E0	1.172162702E1	8.882119060E-1	2.104526062E2	1.788755417E1	0.000000000E0
1.199514557E3	5.233484336E1	4.864737284E0	1.173553832E1	1.208695650E0	2.104526062E2	1.963918877E1	0.000000000E0
1.200521706E3	5.233483464E1	4.864733964E0	1.170632990E1	1.292125225E0	2.047890015E2	2.137061691E1	0.000000000E0
1.201515656E3	5.233482666E1	4.864729510E0	1.171063172E1	1.120174050E0	2.034085388E2	2.509610176E1	0.000000000E0
1.202516273E3	5.233481836E1	4.864727740E0	1.169712533E1	9.992017150E-1	1.993937225E2	2.745999527E1	0.000000000E0
1.203511395E3	5.233480639E1	4.864721767E0	1.169019779E1	1.104616880E0	1.989118195E2	3.321316147E1	0.000000000E0
1.204516649E3	5.233479778E1	4.864715839E0	1.169783594E1	1.103669763E0	1.997640533E2	3.772485733E1	0.000000000E0
1.205516888E3	5.233478854E1	4.864710481E0	1.169858112E1	1.108232021E0	1.998947296E2	5.553752136E1	0.000000000E0
1.233710669E3	5.233533680E1	4.866812300E0	0.000000000E0	0.000000000E0	0.000000000E0	6.000000000E2	0.000000000E0
1.253724669E3	5.233550620E1	4.862697700E0	0.000000000E0	0.000000000E0	0.000000000E0	6.999990234E2	0.000000000E0
1.257514270E3	5.233460328E1	4.865273898E0	1.815068579E1	4.559110403E-1	1.983494568E2	2.239758682E1	0.000000000E0
1.258544291E3	5.233441925E1	4.865010218E0	2.656059540E1	3.685996830E-1	1.983494568E2	1.900000000E1	0.000000000E0
1.259528904E3	5.233441020E1	4.864970212E0	1.874215418E1	5.847034454E-1	1.983494568E2	3.021850967E1	0.000000000E0
1.260520786E3	5.233454463E1	4.864841791E0	1.651806663E1	3.082681894E-1	1.983494568E2	9.380345917E1	0.000000000E0
1.261509725E3	5.233461592E1	4.864735005E0	9.929289671E0	7.580739856E-1	2.856258240E2	4.507713699E1	0.000000000E0
1.262521643E3	5.233459336E1	4.864719341E0	8.984655815E0	3.676111102E-1	3.336571960E2	3.549390793E1	0.000000000E0
1.263566180E3	5.233459091E1	4.864735858E0	1.084575648E1	5.266423225E-1	5.715078712E-1	2.971947670E1	0.000000000E0
1.264510154E3	5.233459793E1	4.864734675E0	1.039930767E1	7.688822746E-1	2.257444954E1	2.801563454E1	0.000000000E0
1.265517595E3	5.233460656E1	4.864735015E0	1.059485857E1	0.000000000E0	0.000000000E0	4.900000095E0	0.000000000E0
1.266508399E3	5.233461935E1	4.864724244E0	1.060988349E1	1.839871705E-1	2.893668518E2	2.477661514E1	0.000000000E0
1.267515736E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.268509858E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.269525943E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.270539148E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.271548595E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.272513264E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.273543041E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.274511938E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.275519145E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.276515800E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.277511074E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.278509645E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.279539883E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.280510374E3	5.233461935E1	4.864724244E0	1.060988349E1	0.000000000E0	2.893668518E2	4.900000095E0	0.000000000E0
1.281511743E3	5.233464740E1	4.864741394E0	1.273382984E1	6.177601814E-1	1.997667389E2	1.290279961E1	0.000000000E0
1.282516650E3	5.233467772E1	4.864753542E0	1.495167238E1	4.876607358E-1	1.479740906E2	1.267827988E1	0.000000000E0
1.283512402E3	5.233469623E1	4.864768489E0	1.586375686E1	6.464835405E-1	1.189763260E2	1.428961754E1	0.000000000E0
1.284510498E3	5.233471568E1	4.864771020E0	1.699534680E1	0.000000000E0	5.948816299E1	4.900000095E0	0.000000000E0
1.285510539E3	5.233473615E1	4.864772343E0	1.834151511E1	5.126274824E-1	4.396688461E1	1.185755062E1	0.000000000E0
1.286507500E3	5.233475300E1	4.864781240E0	1.896572006E1	6.781894565E-1	4.396688461E1	1.176840210E1	0.000000000E0
1.287511317E3	5.233476502E1	4.864800979E0	1.857262561E1	9.832745194E-1	4.396688461E1	1.077991772E1	0.000000000E0
1.288511571E3	5.233477260E1	4.864833326E0	1.818389191E1	1.118082523E0	6.814337921E1	1.152420044E1	0.000000000E0
1.289512246E3	5.233478704E1	4.864860766E0	1.890424611E1	1.223609686E0	6.413670349E1	9.759352684E0	0.000000000E0
1.290514481E3	5.233479248E1	4.864876998E0	1.861398365E1	5.425613523E-1	9.548936462E1	9.505223274E0	0.000000000E0
1.291516935E3	5.233479530E1	4.864884872E0	1.864977822E1	6.669729352E-1	9.128743744E1	9.506510735E0	0.000000000E0
1.292544728E3	5.233479942E1	4.864899221E0	1.872040168E1	7.608652711E-1	7.847103119E1	1.094183636E1	0.000000000E0
1.293520239E3	5.233480663E1	4.864922826E0	1.852214573E1	8.618629575E-1	7.738139343E1	9.431045532E0	0.000000000E0
1.294508773E3	5.233481430E1	4.864937577E0	1.885531402E1	8.887954950E-1	9.627433777E1	9.335591316E0	0.000000000E0
1.295511793E3	5.233481517E1	4.864957760E0	1.862088617E1	9.283040166E-1	1.081873627E2	8.975717545E0	0.000000000E0
1.296510817E3	5.233481754E1	4.864974888E0	1.837247289E1	9.623731971E-1	1.118734436E2	8.936248779E0	0.000000000E0
1.297511188E3	5.233481889E1	4.864994455E0	1.789697673E1	9.414444566E-1	1.029280853E2	1.053325367E1	0.000000000E0
1.298510789E3	5.233481863E1	4.865016734E0	1.744716193E1	9.311661720E-1	1.148063354E2	1.028479576E1	0.000000000E0
1.299510408E3	5.233481587E1	4.865035201E0	1.694756770E1	8.941066861E-1	1.236142883E2	9.927556038E0	0.000000000E0
1.300510444E3	5.233482385E1	4.865059843E0	1.733166604E1	9.986149669E-1	1.315374603E2	9.052959442E0	0.000000000E0
1.301512976E3	5.233482091E1	4.865076382E0	1.679946296E1	7.150281668E-1	1.343736877E2	8.993880272E0	0.000000000E0
1.302510013E3	5.233481621E1	4.865091250E0	1.664173888E1	6.999050379E-1	1.438140869E2	9.120925903E0	0.000000000E0
1.303515915E3	5.233480729E1	4.865104852E0	1.643012243E1	9.196523428E-1	1.427759857E2	9.301305771E0	0.000000000E0
1.304513451E3	5.233479875E1	4.865123936E0	1.631408745E1	1.102691054E0	1.376875458E2	9.179167747E0	0.000000000E0
1.305508243E3	5.233478813E1	4.865145580E0	1.597287422E1	1.311259866E0	1.270728760E2	9.093036652E0	0.000000000E0
1.306511224E3	5.233477990E1	4.865169230E0	1.576626479E1	1.294982553E0	1.153125381E2	9.409224510E0	0.000000000E0
1.307517169E3	5.233477067E1	4.865195833E0	1.565712210E1	1.572068095E0	1.095763474E2	9.666999817E0	0.000000000E0
1.308511809E3	5.233476144E1	4.865215922E0	1.559387420E1	1.014977455E0	1.145715561E2	8.879523277E0	0.000000000E0
1.309512442E3	5.233475156E1	4.865231706E0	1.577849901E1	1.221886396E0	1.393460693E2	9.233539581E0	0.000000000E0
1.310510451E3	5.233474197E1	4.865244928E0	1.601907990E1	9.789984822E-1	1.405089722E2	8.187913895E0	0.000000000E0
1.311510039E3	5.233473488E1	4.865257683E0	1.616085774E1	9.701993465E-1	1.277625885E2	8.954796791E0	0.000000000E0
1.312518625E3	5.233472901E1	4.865270821E0	1.643879435E1	8.850343823E-1	1.291980133E2	8.297174454E0	0.000000000E0
1.313543540E3	5.233472241E1	4.865280775E0	1.679686257E1	8.830319643E-1	1.411168671E2	8.710578918E0	0.000000000E0
1.314526299E3	5.233471424E1	4.865288391E0	1.714296899E1	1.062300563E0	1.445136108E2	9.089350700E0	0.000000000E0
1.315514672E3	5.233470986E1	4.865296797E0	1.729481046E1	7.451297045E-1	1.024437180E2	8.776169777E0	0.000000000E0
1.316517983E3	5.233470995E1	4.865309074E0	1.743972225E1	8.999129534E-1	9.177832794E1	7.839684486E0	0.000000000E0
1.317549351E3	5.233471125E1	4.865325182E0	1.740333589E1	9.781060815E-1	8.819179535E1	7.866438866E0	0.000000000E0
1.318508334E3	5.233471307E1	4.865343773E0	1.722254069E1	9.724883437E-1	9.005236816E1	7.173710823E0	0.000000000E0
1.319514039E3	5.233471554E1	4.865361191E0	1.701770461E1	9.216296077E-1	8.414848328E1	7.921281815E0	0.000000000E0
1.320511098E3	5.233472008E1	4.865382447E0	1.706305127E1	8.488059044E-1	9.506955719E1	8.687817574E0	0.000000000E0
1.321514929E3	5.233472535E1	4.865407658E0	1.718138943E1	1.164295077E0	9.617569733E1	8.358572006E0	0.000000000E0
1.322518346E3	5.233472896E1	4.865432636E0	1.716955860E1	1.143272519E0	9.133455658E1	8.711330414E0	0.000000000E0
1.323519502E3	5.233472967E1	4.865454609E0	1.671014725E1	1.158985138E0	8.775442505E1	7.628881931E0	0.000000000E0
1.324523645E3	5.233473021E1	4.865478586E0	1.615138779E1	1.200361013E0	8.442250824E1	6.902973175E0	0.000000000E0
1.325511421E3	5.233472792E1	4.865501654E0	1.533048869E1	1.303388119E0	8.674663544E1	7.223755836E0	0.000000000E0
1.326548809E3	5.233472498E1	4.865526335E0	1.454661235E1	1.282542586E0	9.320770264E1	6.825362206E0	0.000000000E0
1.327510043E3	5.233472234E1	4.865546795E0	1.416007173E1	9.578294754E-1	1.035608215E2	1.109720230E1	0.000000000E0
1.328511169E3	5.233472378E1	4.865565396E0	1.404335113E1	9.425865412E-1	9.529274750E1	8.249137878E0	0.000000000E0
1.329540831E3	5.233472380E1	4.865586037E0	1.374934823E1	1.060843468E0	1.028000183E2	7.186177731E0	0.000000000E0
1.330554677E3	5.233472365E1	4.865609674E0	1.340907091E1	1.169600368E0	9.109113312E1	7.557933331E0	0.000000000E0
1.331512760E3	5.233472693E1	4.865632959E0	1.332047737E1	1.229169130E0	8.186867523E1	7.939079762E0	0.000000000E0
1.332516639E3	5.233473207E1	4.865659352E0	1.330302756E1	1.104146600E0	8.779593658E1	1.261209393E1	0.000000000E0
1.333512754E3	5.233473493E1	4.865683863E0	1.339049252E1	1.029289842E0	9.963959503E1	1.192325878E1	0.000000000E0
1.334537750E3	5.233473616E1	4.865706276E0	1.354129634E1	9.363971949E-1	9.524973297E1	1.160839176E1	0.000000000E0
1.335515072E3	5.233473779E1	4.865727143E0	1.362057959E1	1.076350689E0	9.400957489E1	1.164326286E1	0.000000000E0
1.336546673E3	5.233474273E1	4.865752041E0	1.386525296E1	1.126377344E0	8.808844757E1	1.167953968E1	0.000000000E0
1.337543516E3	5.233474794E1	4.865776928E0	1.420480477E1	9.860600233E-1	9.402328491E1	1.131744480E1	0.000000000E0
1.338541724E3	5.233474931E1	4.865796398E0	1.408628762E1	9.875017405E-1	9.598083496E1	1.135640621E1	0.000000000E0
1.339512115E3	5.233475126E1	4.865816989E0	1.426153456E1	8.358964920E-1	1.025886917E2	1.138327980E1	0.000000000E0
1.340544209E3	5.233475599E1	4.865841326E0	1.442578778E1	1.028430820E0	8.250304413E1	1.064641476E1	0.000000000E0
1.341508114E3	5.233476273E1	4.865866529E0	1.467508450E1	1.377174973E0	7.017893219E1	1.172088051E1	0.000000000E0
1.342523175E3	5.233476419E1	4.865894567E0	1.468981866E1	1.302917480E0	9.186558533E1	1.137801647E1	0.000000000E0
1.343512191E3	5.233476432E1	4.865923586E0	1.472317754E1	1.376516581E0	8.809459686E1	1.175804901E1	0.000000000E0
1.344542048E3	5.233476451E1	4.865949763E0	1.495835632E1	1.221361518E0	8.359600830E1	7.809521198E0	0.000000000E0
1.345541072E3	5.233476430E1	4.865976772E0	1.503321033E1	1.537297010E0	8.683138275E1	8.551871300E0	0.000000000E0
1.346548141E3	5.233476290E1	4.866000879E0	1.508978001E1	1.185702920E0	1.018110809E2	1.217292786E1	0.000000000E0
1.347509667E3	5.233476146E1	4.866022836E0	1.536490553E1	9.274754524E-1	1.087400665E2	1.218633652E1	0.000000000E0
1.348508540E3	5.233476475E1	4.866048424E0	1.625545312E1	1.686231375E0	7.610907745E1	1.111485100E1	0.000000000E0
1.349506382E3	5.233476422E1	4.866073531E0	1.640468452E1	8.877305984E-1	1.152046509E2	8.361582756E0	0.000000000E0
1.350546126E3	5.233475887E1	4.866096850E0	1.634462686E1	1.043372154E0	1.021678772E2	9.134182930E0	0.000000000E0
1.351541684E3	5.233475689E1	4.866124323E0	1.595669727E1	1.447546244E0	6.858959961E1	9.763768196E0	0.000000000E0
1.352524932E3	5.233475361E1	4.866152770E0	1.529824763E1	1.116774559E0	9.593520355E1	8.650515556E0	0.000000000E0
1.353523573E3	5.233474567E1	4.866177612E0	1.489541364E1	1.236413836E0	1.173945236E2	8.571970940E0	0.000000000E0
1.354541382E3	5.233474555E1	4.866203391E0	1.516215371E1	1.508042097E0	6.642974091E1	8.137357712E0	0.000000000E0
1.355540102E3	5.233474532E1	4.866225680E0	1.474189571E1	9.535998106E-1	8.172934723E1	8.940640450E0	0.000000000E0
1.356507137E3	5.233474410E1	4.866250367E0	1.434855235E1	1.330927730E0	6.876666260E1	8.519016266E0	0.000000000E0
1.357508577E3	5.233474246E1	4.866273194E0	1.358918009E1	1.233605027E0	7.559574890E1	8.854308128E0	0.000000000E0
1.358541699E3	5.233474083E1	4.866300568E0	1.307447444E1	1.340624928E0	8.621105957E1	9.916637421E0	0.000000000E0
